mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
19	19		72	0.25	1	0	0	Chord	4/4	1	1	1/16	1/16	1	287					
19	19		289/4	0.125	1	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	288					
19	19		579/8	0.125	1	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	289					
19	19		145/2	0.25	1	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	290					
19	19		291/4	0.25	1	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	291					
19	19		73	0.75	1	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	292					
19	19		295/4	0.25	1	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	293					
19	19		74	2.0	1	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	294					
20	19	72	76	0.25	2	0	0	Chord	4/4	1	1	1/16	1/16	1	295					
20	19	289/4	305/4	0.125	2	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	296					
20	19	579/8	611/8	0.125	2	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	297					
20	19	145/2	153/2	0.25	2	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	298					
20	19	291/4	307/4	0.25	2	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	299					
20	19	73	77	0.75	2	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	300					
20	19	295/4	311/4	0.25	2	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	301					
20	19	74	78	0.25	2	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	302					
20	19	297/4	313/4	0.25	2	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	303					
20	19	149/2	157/2	0.25	2	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	304					
20	19	299/4	315/4	0.25	2	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	305					
20	19	75	79	0.25	2	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	306					
20	19	301/4	317/4	0.25	2	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	307					
20	19	151/2	159/2	0.25	2	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	308					
20	19	303/4	319/4	0.25	2	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	309					
21	19	76	80	0.25	2	0	0	Chord	4/4	1	1	1/16	1/16	1	310					
21	19	305/4	321/4	0.25	2	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	311					
21	19	153/2	161/2	0.25	2	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	312					
21	19	307/4	323/4	0.25	2	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	313					
21	19	77	81	0.25	2	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	314					
21	19	309/4	325/4	0.25	2	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	315					
21	19	155/2	163/2	0.25	2	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	316					
21	19	311/4	327/4	0.25	2	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	317					
21	19	78	82	0.25	2	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	318					
21	19	313/4	329/4	0.25	2	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	319					
21	19	157/2	165/2	0.25	2	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	320					
21	19	315/4	331/4	0.25	2	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	321					
21	19	79	83	0.25	2	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	322					
21	19	317/4	333/4	0.25	2	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	323					
21	19	159/2	167/2	0.25	2	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	324					
21	19	319/4	335/4	0.25	2	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	325					
22	20	80	84	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	326					
22	20	321/4	337/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	327					
22	20	161/2	169/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	328					
22	20	323/4	339/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	329					
22	20	81	85	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	330					
22	20	325/4	341/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	331					
22	20	163/2	171/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	332					
22	20	327/4	343/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	333					
22	20	82	86	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	334					
22	20	329/4	345/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	335					
22	20	165/2	173/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	336					
22	20	331/4	347/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	337					
22	20	83	87	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	338					
22	20	333/4	349/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	339					
22	20	167/2	175/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	340					
22	20	335/4	351/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	341					
23	21	84	88	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	342					
23	21	337/4	353/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	343					
23	21	169/2	177/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	344					
23	21	339/4	355/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	345					
23	21	85	89	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	346					
23	21	341/4	357/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	347					
23	21	171/2	179/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	348					
23	21	343/4	359/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	349					
23	21	86	90	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	350					
23	21	345/4	361/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	351					
23	21	173/2	181/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	352					
23	21	347/4	363/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	353					
23	21	87	91	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	354					
23	21	349/4	365/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	355					
23	21	175/2	183/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	356					
23	21	351/4	367/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	357					
24	22	88	92	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	358					
24	22	353/4	369/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	359					
24	22	177/2	185/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	360					
24	22	355/4	371/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	361					
24	22	89	93	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	362					
24	22	357/4	373/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	363					
24	22	179/2	187/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	364					
24	22	359/4	375/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	365					
24	22	90	94	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	366					
24	22	361/4	377/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	367					
24	22	181/2	189/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	368					
24	22	363/4	379/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	369					
24	22	91	95	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	370					
24	22	365/4	381/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	371					
24	22	183/2	191/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	372					
24	22	367/4	383/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	373					
25	23	92	96	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	374					
25	23	369/4	385/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	375					
25	23	185/2	193/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	376					
25	23	371/4	387/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	377					
25	23	93	97	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	378					
25	23	373/4	389/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	379					
25	23	187/2	195/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	380					
25	23	375/4	391/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	381					
25	23	94	98	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	382					
25	23	377/4	393/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	383					
25	23	189/2	197/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	384					
25	23	379/4	395/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	385					
25	23	95	99	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	386					
25	23	381/4	397/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	387					
25	23	191/2	199/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	388					
25	23	383/4	399/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	389					
26	24	96	100	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	390					
26	24	385/4	401/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	391					
26	24	193/2	201/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	392					
26	24	387/4	403/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	393					
26	24	97	101	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	394					
26	24	389/4	405/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	395					
26	24	195/2	203/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	396					
26	24	391/4	407/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	397					
26	24	98	102	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	398					
26	24	393/4	409/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	399					
26	24	197/2	205/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	400					
26	24	395/4	411/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	401					
26	24	99	103	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	402					
26	24	397/4	413/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	403					
26	24	199/2	207/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	404					
26	24	399/4	415/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	405					
27	25	100	104	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	406					
27	25	401/4	417/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	407					
27	25	201/2	209/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	408					
27	25	403/4	419/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	409					
27	25	101	105	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	410					
27	25	405/4	421/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	411					
27	25	203/2	211/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	412					
27	25	407/4	423/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	413					
27	25	102	106	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	414					
27	25	409/4	425/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	415					
27	25	205/2	213/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	416					
27	25	411/4	427/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	417					
27	25	103	107	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	418					
27	25	413/4	429/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	419					
27	25	207/2	215/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	420					
27	25	415/4	431/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	421					
28	26	104	108	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	422					
28	26	417/4	433/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	423					
28	26	209/2	217/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	424					
28	26	419/4	435/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	425					
28	26	105	109	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	426					
28	26	421/4	437/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	427					
28	26	211/2	219/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	428					
28	26	423/4	439/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	429					
28	26	106	110	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	430					
28	26	425/4	441/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	431					
28	26	213/2	221/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	432					
28	26	427/4	443/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	433					
28	26	107	111	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	434					
28	26	429/4	445/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	435					
28	26	215/2	223/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	436					
28	26	431/4	447/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	437					
29	27	108	112	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	438					
29	27	433/4	449/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	439					
29	27	217/2	225/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	440					
29	27	435/4	451/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	441					
29	27	109	113	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	442					
29	27	437/4	453/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	443					
29	27	219/2	227/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	444					
29	27	439/4	455/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	445					
29	27	110	114	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	446					
29	27	441/4	457/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	447					
29	27	221/2	229/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	448					
29	27	443/4	459/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	449					
29	27	111	115	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	450					
29	27	445/4	461/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	451					
29	27	223/2	231/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	452					
29	27	447/4	463/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	453					
30	28	112	116	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	454					
30	28	449/4	465/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	455					
30	28	225/2	233/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	456					
30	28	451/4	467/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	457					
30	28	113	117	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	458					
30	28	453/4	469/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	459					
30	28	227/2	235/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	460					
30	28	455/4	471/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	461					
30	28	114	118	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	462					
30	28	457/4	473/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	463					
30	28	229/2	237/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	464					
30	28	459/4	475/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	465					
30	28	115	119	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	466					
30	28	461/4	477/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	467					
30	28	231/2	239/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	468					
30	28	463/4	479/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	469					
31	29	116	120	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	470					
31	29	465/4	481/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	471					
31	29	233/2	241/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	472					
31	29	467/4	483/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	473					
31	29	117	121	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	474					
31	29	469/4	485/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	475					
31	29	235/2	243/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	476					
31	29	471/4	487/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	477					
31	29	118	122	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	478					
31	29	473/4	489/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	479					
31	29	237/2	245/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	480					
31	29	475/4	491/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	481					
31	29	119	123	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	482					
31	29	477/4	493/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	483					
31	29	239/2	247/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	484					
31	29	479/4	495/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	485					
32	30	120	124	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	486					
32	30	481/4	497/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	487					
32	30	241/2	249/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	488					
32	30	483/4	499/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	489					
32	30	121	125	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	490					
32	30	485/4	501/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	491					
32	30	243/2	251/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	492					
32	30	487/4	503/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	493					
32	30	122	126	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	494					
32	30	489/4	505/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	495					
32	30	245/2	253/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	496					
32	30	491/4	507/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	497					
32	30	123	127	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	498					
32	30	493/4	509/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	499					
32	30	247/2	255/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	500					
32	30	495/4	511/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	501					
33	31	124	128	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	502					
33	31	497/4	513/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	503					
33	31	249/2	257/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	504					
33	31	499/4	515/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	505					
33	31	125	129	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	506					
33	31	501/4	517/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	507					
33	31	251/2	259/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	508					
33	31	503/4	519/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	509					
33	31	126	130	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	510					
33	31	505/4	521/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	511					
33	31	253/2	261/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	512					
33	31	507/4	523/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	513					
33	31	127	131	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	514					
33	31	509/4	525/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	515					
33	31	255/2	263/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	516					
33	31	511/4	527/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	517					
34	32	128	132	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	518					
34	32	513/4	529/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	519					
34	32	257/2	265/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	520					
34	32	515/4	531/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	521					
34	32	129	133	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	522					
34	32	517/4	533/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	523					
34	32	259/2	267/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	524					
34	32	519/4	535/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	525					
34	32	130	134	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	526					
34	32	521/4	537/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	527					
34	32	261/2	269/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	528					
34	32	523/4	539/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	529					
34	32	131	135	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	530					
34	32	525/4	541/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	531					
34	32	263/2	271/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	532					
34	32	527/4	543/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	533					
35	33	132	136	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	534					
35	33	529/4	545/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	535					
35	33	265/2	273/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	536					
35	33	531/4	547/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	537					
35	33	133	137	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	538					
35	33	533/4	549/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	539					
35	33	267/2	275/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	540					
35	33	535/4	551/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	541					
35	33	134	138	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	542					
35	33	537/4	553/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	543					
35	33	269/2	277/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	544					
35	33	539/4	555/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	545					
35	33	135	139	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	546					
35	33	541/4	557/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	547					
35	33	271/2	279/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	548					
35	33	543/4	559/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	549					
36	34	136	140	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	550					
36	34	545/4	561/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	551					
36	34	273/2	281/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	552					
36	34	547/4	563/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	553					
36	34	137	141	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	554					
36	34	549/4	565/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	555					
36	34	275/2	283/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	556					
36	34	551/4	567/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	557					
36	34	138	142	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	558					
36	34	553/4	569/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	559					
36	34	277/2	285/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	560					
36	34	555/4	571/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	561					
36	34	139	143	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	562					
36	34	557/4	573/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	563					
36	34	279/2	287/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	564					
36	34	559/4	575/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	565					
37	35	140	144	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	566					
37	35	561/4	577/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	567					
37	35	281/2	289/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	568					
37	35	563/4	579/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	569					
37	35	141	145	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	570					
37	35	565/4	581/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	571					
37	35	283/2	291/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	572					
37	35	567/4	583/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	573					
37	35	142	146	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	574					
37	35	569/4	585/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	575					
37	35	285/2	293/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	576					
