mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
17	17	259/4	259/4	0.125	3/16	3/16	Chord	2/2	1	1	1/32	1/32	1	279								
17	17	519/8	519/8	0.125	7/32	7/32	Chord	2/2	1	1	1/32	1/32	1	280								
17	17	65	65	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	281								
17	17	261/4	261/4	0.125	5/16	5/16	Chord	2/2	1	1	1/32	1/32	1	282								
17	17	523/8	523/8	0.125	11/32	11/32	Chord	2/2	1	1	1/32	1/32	1	283								
17	17	131/2	131/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	284								
17	17	263/4	263/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32	1/32	1	285								
17	17	527/8	527/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32	1/32	1	286								
17	17	66	66	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	287								
17	17	265/4	265/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	288								
17	17	531/8	531/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	289								
17	17	133/2	133/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	290								
17	17	267/4	267/4	0.125	11/16	11/16	Chord	2/2	1	1	1/32	1/32	1	291								
17	17	535/8	535/8	0.125	23/32	23/32	Chord	2/2	1	1	1/32	1/32	1	292								
17	17	67	67	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	293								
17	17	269/4	269/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	294								
17	17	539/8	539/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	295								
17	17	135/2	135/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	296								
17	17	271/4	271/4	0.125	15/16	15/16	Chord	2/2	1	1	1/32	1/32	1	297								
17	17	543/8	543/8	0.125	31/32	31/32	Chord	2/2	1	1	1/32	1/32	1	298								
18	18	68	68	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	299								11
18	18	273/4	273/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	300								11
18	18	137/2	137/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	301								
18	18	275/4	275/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	302								
18	18	69	69	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	303								
18	18	277/4	277/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	304								
18	18	139/2	139/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	305								
18	18	279/4	279/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	306								
18	18	70	70	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	307								
18	18	281/4	281/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	308								
18	18	141/2	141/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	309								
18	18	283/4	283/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	310								
18	18	71	71	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	311								
18	18	287/4	287/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	312								
18	18	71	71	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	313								
19	19	72	72	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	314								12
19	19	289/4	289/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	315								12
19	19	579/8	579/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	316								12
19	19	145/2	145/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	317								
19	19	291/4	291/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	318								
19	19	73	73	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	319								13
19	19	293/4	293/4	0.125	5/16	5/16	Chord	2/2	1	1	1/32	1/32	1	320								13
19	19	587/8	587/8	0.125	11/32	11/32	Chord	2/2	1	1	1/32	1/32	1	321								13
19	19	147/2	147/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	322								
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	323								
19	19	74	74	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	324								14
19	19	297/4	297/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	325								14
19	19	595/8	595/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	326								14
19	19	149/2	149/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	327								
19	19	299/4	299/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	328								
19	19	75	75	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	329								15
19	19	301/4	301/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	330								15
19	19	603/8	603/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	331								15
19	19	151/2	151/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	332								
19	19	303/4	303/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	333								
20	20	76	76	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	334								
20	20	305/4	305/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	335								
20	20	153/2	153/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	336								
20	20	307/4	307/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	337								
20	20	77	77	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	338								
20	20	309/4	309/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	339								
20	20	155/2	155/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	340								
20	20	311/4	311/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	341								
20	20	78	78	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	342								
20	20	313/4	313/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	343								
20	20	157/2	157/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	344								
20	20	315/4	315/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	345								
20	20	79	79	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	346								
20	20	317/4	317/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	347								
20	20	159/2	159/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	348								
20	20	319/4	319/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	349								
21	21	80	80	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	350								
21	21	321/4	321/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	351								
21	21	161/2	161/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	352								
21	21	323/4	323/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	353								
21	21	81	81	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	354								16
21	21	325/4	325/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	355								16
21	21	163/2	163/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	356								
21	21	327/4	327/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	357								
21	21	82	82	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	358								
21	21	329/4	329/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	359								
21	21	165/2	165/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	360								
21	21	331/4	331/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	361								
21	21	83	83	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	362								17
21	21	333/4	333/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	363								17
21	21	167/2	167/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	364								
21	21	335/4	335/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	365								
22	22	84	84	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	366								
22	22	337/4	337/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	367								
22	22	169/2	169/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	368								
22	22	339/4	339/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	369								
22	22	85	85	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	370								18
22	22	341/4	341/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	371								18
22	22	171/2	171/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	372								
22	22	343/4	343/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	373								
22	22	86	86	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	374								
22	22	345/4	345/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	375								
22	22	173/2	173/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	376								
22	22	347/4	347/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	377								
22	22	87	87	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	378								19
22	22	349/4	349/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	379								19
22	22	175/2	175/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	380								
22	22	351/4	351/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	381								
23	23	88	88	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	382								
23	23	353/4	353/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	383								
23	23	177/2	177/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	384								
23	23	355/4	355/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	385								
23	23	89	89	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	386								20
23	23	357/4	357/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	387								20
23	23	179/2	179/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	388								
23	23	359/4	359/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	389								
23	23	90	90	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	390								
23	23	361/4	361/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	391								
23	23	181/2	181/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	392								
23	23	363/4	363/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	393								
23	23	91	91	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	394								
23	23	365/4	365/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	395								
23	23	183/2	183/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	396								
23	23	367/4	367/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	397								
24	24	92	92	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	398								21
24	24	369/4	369/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	399								21
24	24	739/8	739/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	400								21
24	24	185/2	185/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	401								
24	24	371/4	371/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	402								
24	24	93	93	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	403								
24	24	373/4	373/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	404								
24	24	187/2	187/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	405								
24	24	375/4	375/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	406								
24	24	94	94	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	407								
25	25	96	96	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	408								
25	25	385/4	385/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	409								
25	25	193/2	193/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	410								
25	25	387/4	387/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	411								
25	25	97	97	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	412								
25	25	389/4	389/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	413								
25	25	195/2	195/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	414								
25	25	391/4	391/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	415								
25	25	98	98	0.0	1/2	1/2	Dynamic	2/2	1	1	0				p							
25	25	98	98	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	416								
25	25	393/4	393/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	417								
25	25	197/2	197/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	418								
25	25	395/4	395/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	419								
25	25	99	99	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	420								
25	25	397/4	397/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	421								
25	25	199/2	199/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	422								
25	25	399/4	399/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	423								
26	26	100	100	0.0	0	0	Dynamic	2/2	1	1	0				f							
26	26	100	100	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	424								22
26	26	401/4	401/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	425								22
26	26	803/8	803/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	426								22
26	26	201/2	201/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	427								
26	26	403/4	403/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	428								
26	26	101	101	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	429								
26	26	405/4	405/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	430								
26	26	203/2	203/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	431								
26	26	407/4	407/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	432								
26	26	102	102	0.0	1/2	1/2	Dynamic	2/2	1	1	0				p							
26	26	102	102	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	433								23
26	26	409/4	409/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	434								23
26	26	819/8	819/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	435								23
26	26	205/2	205/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	436								
26	26	411/4	411/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	437								
26	26	103	103	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	438								
26	26	413/4	413/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	439								
26	26	207/2	207/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	440								
26	26	415/4	415/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	441								
27	27	104	104	0.0	0	0	Dynamic	2/2	1	1	0				f							
27	27	104	104	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	442								
27	27	417/4	417/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	443								
27	27	835/8	835/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	444								
27	27	209/2	209/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	445								
27	27	419/4	419/4	0.125	3/16	3/16	Chord	2/2	1	1	1/32	1/32	1	446								
27	27	839/8	839/8	0.125	7/32	7/32	Chord	2/2	1	1	1/32	1/32	1	447								
27	27	105	105	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	448								
27	27	421/4	421/4	0.125	5/16	5/16	Chord	2/2	1	1	1/32	1/32	1	449								
27	27	843/8	843/8	0.125	11/32	11/32	Chord	2/2	1	1	1/32	1/32	1	450								
27	27	211/2	211/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	451								
27	27	423/4	423/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32	1/32	1	452								
27	27	847/8	847/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32	1/32	1	453								
27	27	106	106	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	454								
27	27	425/4	425/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	455								
27	27	851/8	851/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	456								
27	27	213/2	213/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	457								
27	27	427/4	427/4	0.125	11/16	11/16	Chord	2/2	1	1	1/32	1/32	1	458								
27	27	855/8	855/8	0.125	23/32	23/32	Chord	2/2	1	1	1/32	1/32	1	459								
27	27	107	107	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	460								24
27	27	429/4	429/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	461								24
27	27	859/8	859/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	462								24
27	27	215/2	215/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	463								
27	27	431/4	431/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	464								
28	28	108	108	0.0	0	0	Dynamic	2/2	1	1	0				p							
28	28	108	108	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	465								
28	28	433/4	433/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	466								
28	28	867/8	867/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	467								
28	28	217/2	217/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	468								
28	28	435/4	435/4	0.125	3/16	3/16	Chord	2/2	1	1	1/32	1/32	1	469								
28	28	871/8	871/8	0.125	7/32	7/32	Chord	2/2	1	1	1/32	1/32	1	470								
28	28	109	109	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	471								
28	28	437/4	437/4	0.125	5/16	5/16	Chord	2/2	1	1	1/32	1/32	1	472								
28	28	875/8	875/8	0.125	11/32	11/32	Chord	2/2	1	1	1/32	1/32	1	473								
28	28	219/2	219/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	474								
28	28	439/4	439/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32	1/32	1	475								
28	28	879/8	879/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32	1/32	1	476								
28	28	110	110	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	477								
28	28	441/4	441/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	478								
28	28	883/8	883/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	479								
28	28	221/2	221/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	480								
28	28	443/4	443/4	0.125	11/16	11/16	Chord	2/2	1	1	1/32	1/32	1	481								
28	28	887/8	887/8	0.125	23/32	23/32	Chord	2/2	1	1	1/32	1/32	1	482								
28	28	111	111	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	483								25
28	28	445/4	445/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	484								25
28	28	891/8	891/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	485								25
28	28	223/2	223/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	486								
28	28	447/4	447/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	487								
29	29	112	112	0.0	0	0	Dynamic	2/2	1	1	0				f							
29	29	112	112	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	488								
29	29	449/4	449/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	489								
29	29	225/2	225/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	490								
29	29	451/4	451/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	491								
29	29	113	113	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	492								
29	29	453/4	453/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	493								
29	29	227/2	227/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	494								
29	29	455/4	455/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	495								
29	29	114	114	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	496								
29	29	457/4	457/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	497								
29	29	229/2	229/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	498								
29	29	459/4	459/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	499								
29	29	115	115	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	500								
29	29	461/4	461/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	501								
29	29	231/2	231/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	502								
29	29	463/4	463/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	503								
30	30	116	116	0.0	0	0	Dynamic	2/2	1	1	0				p							
30	30	116	116	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	504								
30	30	465/4	465/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	505								
30	30	233/2	233/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	506								
30	30	467/4	467/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	507								
30	30	117	117	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	508								
30	30	469/4	469/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	509								
30	30	235/2	235/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	510								
30	30	471/4	471/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	511								
30	30	118	118	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	512								
30	30	473/4	473/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	513								
30	30	237/2	237/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	514								
30	30	475/4	475/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	515								
30	30	119	119	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	516								
30	30	477/4	477/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	517								
30	30	239/2	239/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	518								
30	30	479/4	479/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	519								
31	31	120	120	0.0	0	0	Dynamic	2/2	1	1	0				f							
31	31	120	120	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	520								
31	31	481/4	481/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	521								
31	31	241/2	241/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	522								
31	31	483/4	483/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	523								
31	31	121	121	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	524								
31	31	485/4	485/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	525								
31	31	243/2	243/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	526								
31	31	487/4	487/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	527								
31	31	122	122	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	528								
31	31	489/4	489/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	529								
31	31	245/2	245/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	530								
31	31	491/4	491/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	531								
31	31	123	123	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	532								
31	31	493/4	493/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	533								
31	31	247/2	247/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	534								
31	31	495/4	495/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	535								
32	32	124	124	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	536								
32	32	497/4	497/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	537								
32	32	249/2	249/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	538								
32	32	499/4	499/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	539								
32	32	125	125	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	540								
32	32	501/4	501/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	541								
32	32	251/2	251/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	542								
32	32	503/4	503/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	543								
32	32	126	126	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	544								
32	32	505/4	505/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	545								
32	32	253/2	253/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	546								
32	32	507/4	507/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	547								
32	32	127	127	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	548								
32	32	509/4	509/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	549								
32	32	255/2	255/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	550								
32	32	511/4	511/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	551								
33	33	128	128	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	552								26
33	33	513/4	513/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	553								26
33	33	1027/8	1027/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	554								26
33	33	257/2	257/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	555								
33	33	515/4	515/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	556								
33	33	129	129	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	557								
33	33	517/4	517/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	558								
33	33	259/2	259/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	559								
33	33	519/4	519/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	560								
33	33	130	130	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	561								27
