mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	23						
4	4	9	9	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	24						
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	25						
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	26						
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	27						
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	28						
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	29						
5	5	12	12	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	30						
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	31						
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	32						
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	33						
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	34						
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	35						
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	36						
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	37						
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	38						
6	6	15	15	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	39						
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	40						
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	41						
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	42						
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	43						
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	44						
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	45						
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	46						
8	8	21	21	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	47						
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	48						
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	49						
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	50						
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	51						
9	9	24	24	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	52						
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	53						
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	54						
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	55						
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	56						
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	57						
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	58						
10	10	27	27	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	59						
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	60						
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	61						
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	62						
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	63						
11	11	30	30	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	64						
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	65						
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	66						
12	12	33	33	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	67						
12	12	33	33	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	68						
12	12	33	33	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	69						
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	70						
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	71						
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	72						
13	13	36	36	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	73						
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	74						
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	75						
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	76						
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	77						
14	14	39	39	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	78						
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	79						
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	80						
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	81						
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	82						
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	83						
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	84						
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	85						
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	86						
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	87						
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	88						
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	89						
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	90						
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	91						
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	92						
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	93						
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	94						
16	16	45	45	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	95						
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	96						
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	97						
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	98						
17	17	48	48	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	99						
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	100						
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	101						
18	18	51	51	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	102						
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	103						
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	104						
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	105						
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	106						
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	107						
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	108						
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	109						
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	110						
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	111						
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	112						
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	113						
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	114						
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	115						
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	116						
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	117						
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	118						
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	119						
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	120						
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	121						
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	122						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	123						
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	124						
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	125						
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	126						
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	127						
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	128						
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	129						
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	130						
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	131						
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	132						
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	133						
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	134						
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	135						
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	136						
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	137						
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	138						
24	24	70	70	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	139						
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	140						
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	141						
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	142						
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	143						
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	144						
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	145						
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	146						
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	147						
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	148						
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	149						
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	150						
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	151						
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	152						
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	153						
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	154						
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	155						
27	27	79	79	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	156						
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	157						
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	158						
27	27	78	78	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	159						
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	160						
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	161						
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	162						
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	163						
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	164						
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	165						
28	28	81	81	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	166						
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	167						
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	168						
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	169						
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	170						
29	29	86	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	171						
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	172						
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	173						
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	174						
30	30	88	88	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	175						
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	176						
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	177						
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	178						
31	31	90	90	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	179						
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	180						
31	31	91	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	181						
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	182						
31	31	92	92	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	183						
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	184						
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	185						
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	186						
32	32	94	94	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	187						
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	188						
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	189						
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	190						
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	191						
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	192						
33	33	96	96	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	193						
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	194						
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	195						
34	34	99	99	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	196						
34	34	99	99	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	197						
35	35	102	102	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	198						
35	35	102	102	0.0	0	0	StaffText	3/4	1	2	0					MENUET II					
35	35	102	102	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	199						
35	35	103	103	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	200						
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	201						
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	202						
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	203						
36	36	105	105	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	204						
36	36	105	105	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	205						
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	206						
36	36	106	106	0.0	1/4	1/4	Chord	3/4	1	2	0	acciaccatura	1/8	1	207						
36	36	106	106	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	208						
37	37	108	108	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	209						
37	37	108	108	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	210						
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	211						
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	212						
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	213						
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	214						
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	215						
38	38	111	111	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	216						
38	38	111	111	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	217						
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	218						
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	219						
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	220						
39	39	114	114	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	221						
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	222						
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	223						
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	224						
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	225						
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	226						
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	227						
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	228						
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	229						
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	230						
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	231						
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	232						
41	41	120	120	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	233						
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	234						
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	235						
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	236						
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	237						
42	42	123	123	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	238						
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	239						
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	240						
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	241						
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	242						
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	243						
43	43	126	126	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	244						
43	43	126	126	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	245						
43	43	127	127	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	246						
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	247						
43	43	128	128	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	248						
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	249						
44	44	129	129	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	250						
44	44	129	129	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	251						
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	252						
44	44	130	130	0.0	1/4	1/4	Chord	3/4	1	2	0	acciaccatura	1/8	1	253						
44	44	130	130	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	254						
45	45	132	132	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	255						
45	45	132	132	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	256						
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	257						
45	45	133	133	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	258						
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	259						
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	260						
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	261						
46	46	135	135	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	262						
46	46	135	135	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	263						
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	264						
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	265						
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	266						
47	47	138	138	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	267						
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	268						
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	269						
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	270						
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	271						
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	272						
48	48	141	141	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	273						
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	274						
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	275						
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	276						
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	277						
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	278						
49	49	144	144	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	279						
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	280						
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	281						
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	282						
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	283						
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	284						
50	50	147	147	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	285						
51	51	150	150	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	286						
51	51	151	151	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	287						
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	288						
51	51	152	152	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	289						
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	290						
51	51	150	150	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	291						
52	52	153	153	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	292						
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	293						
52	52	154	154	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	294						
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	295						
52	52	155	155	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	296						
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	297						
52	52	153	153	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	298						
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	299						
